1.1816	0.0464	-0.0810	-0.0934	-0.0117	0.0393	0.2020	0.0096	-0.0468	0.0767	-0.5772	0.1120	0.3903	0.1038	0.1230	-0.0047
-0.1640	0.0758	-0.0548	0.1095	-0.1171	0.0327	-0.0030	-0.0496	0.0272	-0.5391	0.0045	-0.1475	-0.0265	-0.8175	-0.1118	0.3256
-0.2961	-0.0857	0.0330	0.0153	-0.1489	1.3735	0.2793	0.0492	-0.6458	-0.0442	-0.0860	-0.0505	0.0974	-0.0784	-0.0169	0.1836
-0.1586	0.1285	-0.0403	-0.3251	-0.0715	-0.0633	0.1851	-0.1040	0.0057	0.2986	-0.0426	-0.1102	0.0372	-0.1221	0.1882	0.5286
-0.4644	0.9421	0.0754	-0.0134	-0.1197	-0.0673	0.2252	-0.1335	0.0606	-0.1473	-0.0804	-0.0214	-0.3257	-0.1196	-0.0566	-0.9408
-0.1237	-0.0329	-0.1434	-0.0149	-0.3142	0.2052	-0.1767	-0.6513	0.5870	0.2692	-0.2494	-0.1177	0.0563	0.0264	-0.0471	0.3159
0.1391	0.2030	0.0441	-0.2148	0.0278	0.8890	0.0389	-0.2107	0.0321	-0.0587	-0.0687	0.0686	0.0070	-0.3064	0.1869	0.0404
-0.1900	-0.8887	0.0027	-0.0002	-0.2358	-0.1100	0.4143	0.0735	0.1772	-1.0457	0.7281	-0.0938	-0.0145	-0.1877	0.0156	-0.0880
-0.0724	0.8379	1.4621	0.0785	-0.4334	-0.1111	0.1343	-0.2465	0.0299	0.9473	-0.0197	-0.1573	0.0808	-0.1967	-0.1737	-0.1628
-0.6403	0.0227	-0.1290	0.2260	-0.2328	0.5598	0.1283	-0.0438	0.0669	0.0129	0.1102	-0.1551	0.0358	-0.1366	0.1672	0.0715
-0.0553	0.0506	0.0397	0.0106	-0.1167	-0.1858	0.1692	-0.2070	0.0350	-0.1726	-0.0680	-0.0348	0.0725	-0.1372	-0.1718	0.0196
-1.6144	-0.3772	-0.0303	0.0685	-0.2529	0.8179	0.0397	0.0653	-0.0351	0.4776	-0.0839	0.4221	0.5315	0.0855	-0.0624	0.0974
-0.1757	-0.9911	-0.0484	-0.1252	-0.1198	-0.5945	0.0637	-0.0967	-0.0886	0.1001	-0.2600	-0.5904	0.0234	0.0856	-0.0229	0.0206
0.0008	0.0640	-0.2908	-0.1189	0.1541	-0.0652	0.2942	-1.2908	-0.0268	-0.0556	-0.1452	0.5909	0.0859	-0.0943	-0.0608	-0.0039
-0.0498	0.0283	0.0527	0.0897	0.8398	0.2331	-0.0742	-0.1134	0.0654	0.7885	-0.1488	-0.1477	0.1832	0.0297	-0.1623	0.0401
-0.1350	-0.0536	-0.1648	-0.0113	-0.1238	0.0176	0.1268	-0.1395	-0.2111	-0.0368	-0.5362	-0.1284	0.0249	0.0841	-0.9840	0.1198
-0.0813	0.0190	-0.0891	-0.7701	-0.1494	1.4101	0.3759	-0.0693	-0.0344	0.0485	-0.1299	0.4490	0.0507	-0.1429	-0.0279	0.0997
0.1759	0.0677	-0.2555	0.0518	0.0322	-0.0944	0.0825	-0.1054	-0.0236	0.8833	-0.0069	-0.1116	-0.0017	-0.0954	0.1726	-0.2348
-0.4745	-0.0831	-0.0107	1.3092	-0.0228	0.4228	0.1581	-0.0996	0.0205	-0.0646	-0.1954	-0.0669	-0.0435	0.2931	-0.1442	-0.0700
-0.1664	0.3054	-0.1821	-0.1390	0.6187	-0.0275	0.8801	-0.2090	0.1316	0.0138	-0.0839	-0.3613	0.3987	-0.0219	0.1191	0.0408
0.0149	0.0331	-0.0734	0.0168	-0.0453	0.2613	0.1616	-0.1508	0.0430	-0.1246	-0.1071	-0.0376	0.0150	-0.0147	0.0083	0.3185
-0.4411	-0.1975	0.4715	-0.0485	-0.0893	-0.2970	0.1809	0.3839	0.0215	0.6382	-1.8378	-0.0511	-0.4253	-0.9700	0.0437	0.1178
-0.1281	-0.0064	-0.1324	0.0100	-0.3693	0.1828	0.1533	-0.1071	-0.0603	-0.1843	0.0310	-0.0738	-0.0192	-0.5072	-0.0665	-0.2529
0.1166	-0.3000	-0.0736	-0.0074	-0.1089	-0.1963	0.0344	0.1108	-0.1857	-0.4069	-0.2015	-0.0665	1.6794	-0.0253	0.1501	-0.0237
-0.1124	0.1135	-0.0259	-0.6073	-0.0870	0.0081	-0.1265	-0.1700	0.0825	-0.6108	-0.1390	-0.4402	-0.5516	0.0303	-0.0531	-0.0348
-0.1547	0.1913	-0.0953	0.0459	0.1272	-0.0653	0.1589	0.8599	0.0168	0.0203	-0.0931	-0.0944	-0.4597	-0.0504	0.4698	0.0760
-0.1482	0.0514	0.6094	0.0330	-0.2666	-0.0116	0.1961	-0.0555	0.2708	0.0648	-0.3850	-0.1415	0.0190	-0.1262	-0.0077	0.5971
-0.2764	0.0721	-0.5397	-0.7524	-0.1069	0.3639	0.1555	-0.1137	0.2037	-0.2273	-0.0810	-0.2085	0.1192	-0.1197	0.9959	0.4378
-0.0976	0.0520	-0.1054	-0.0002	-0.2550	-0.2797	0.0600	-0.1201	0.2370	0.1851	-0.1585	-0.0687	0.0701	-0.0144	-0.1021	0.1849
-0.1068	0.0763	0.6164	0.0569	-0.0770	-0.4329	0.1208	-0.1121	-0.0428	-0.0456	-0.1774	0.0111	0.6102	0.1442	-0.0139	-0.0264
-0.5245	0.0023	0.1385	0.0548	-0.1384	0.0093	0.1644	-0.1309	-0.1892	-0.0244	0.0586	-0.0693	-0.1239	-0.0128	0.0564	-0.0310
-0.1635	0.0700	-0.6251	0.0700	-0.1781	0.0449	0.2382	-0.1698	-0.7462	0.0513	-0.0972	-0.0269	0.0305	-0.1276	-0.0067	0.1454
-0.1480	-0.0510	-0.0794	-0.0208	-0.0994	0.7478	0.2480	-0.1798	0.0362	-0.0671	-0.1225	-0.2158	-0.0126	0.0209	-0.0433	0.1345
-0.5980	0.0164	-0.0967	-0.0230	-0.1511	0.0074	0.0588	-0.3836	0.0353	0.1513	0.6113	-0.1772	0.0792	0.8771	0.1604	0.2784
0.3371	0.1203	-0.0869	0.3950	-0.0762	-0.0667	0.4416	-0.3420	0.6344	-0.0653	0.0264	-0.0849	0.3689	-0.1118	-0.0771	-0.2411
0.1866	0.0398	-0.0264	-0.0754	-0.2141	0.9942	0.2152	0.0358	0.0313	-0.0195	-0.1184	0.1738	0.0037	-0.1600	0.3160	-0.5113
-0.1202	0.0573	-0.8354	-0.0010	-0.1062	-0.0543	0.1313	0.2875	0.1711	0.1142	-0.1144	-0.2212	0.0097	-0.0030	0.1193	0.0042
-0.1392	0.4507	-0.0846	0.0560	-0.1430	-0.2001	-0.3891	-0.1335	0.0344	-0.0414	0.0576	-0.2016	0.0702	-0.2160	-0.0824	0.3083
-0.3496	0.0095	-0.1410	-0.0717	-0.1134	-0.2191	0.1042	-0.1470	0.0375	-0.0191	-0.7392	-0.5325	0.0637	0.0270	-0.0242	-0.4916
-0.1156	1.2552	-0.1422	-0.0844	-0.2047	-0.0798	-0.0720	-0.1444	0.1313	-0.0367	0.2000	-0.1721	-0.3654	1.0743	-0.8722	-0.5488
-0.0559	-1.5844	-0.0785	0.1337	-0.1901	-0.0772	0.1927	-0.1180	-0.1180	-0.2262	0.0121	0.0101	0.0235	-1.3411	0.0352	0.0086
-0.3494	0.2297	-0.0286	0.0342	0.1452	0.0286	0.0357	-1.1677	0.2787	-0.0815	-0.0419	0.1722	-0.0598	-0.5140	-0.0201	0.5966
0.3979	0.0386	-0.2267	-0.0340	-0.1103	-0.0719	0.1690	-0.0276	-0.0438	1.0411	-0.1032	0.1985	0.0123	0.0258	0.0800	-0.5012
0.5973	-0.9674	-0.0498	0.0828	-0.2331	-0.0093	0.1907	-0.1548	0.5631	-0.5802	0.2684	-0.1122	-0.1178	-0.0710	-0.0543	0.1295
-0.0625	0.8766	0.0339	0.1510	0.0403	-0.1058	0.0584	-0.1639	0.0121	-0.2118	-0.9377	-0.0895	0.0471	0.0007	1.2751	0.1007
-0.0469	-0.1266	0.0998	0.2054	-1.1306	0.0411	0.9613	-0.0367	-0.0496	0.0634	-0.1810	-0.0685	-0.0402	0.7868	-0.0921	0.0206
-0.2009	-0.0429	-0.1851	0.0187	-0.0311	0.2431	-0.1204	-0.0692	0.0398	0.2604	-0.1185	-0.1061	-1.2814	0.9171	0.6204	0.0502
-0.0031	-0.4597	-0.0292	0.2023	-0.0924	0.0392	0.1854	-0.1842	-0.0091	0.0915	-0.4546	0.1369	-0.5027	-0.2671	0.0133	0.3980
0.0542	0.2628	0.2093	0.0150	1.8140	-0.1314	0.1228	-0.2408	0.0134	-1.0447	0.1446	-0.1624	0.0586	-0.0988	0.7152	-0.0209
0.3591	-0.0126	0.1839	0.0282	-0.0852	0.5295	-0.0381	-0.1750	0.0229	0.3236	0.2847	-0.0808	-0.0382	-0.1058	-0.3314	0.4464
-0.1015	0.0099	-0.1847	0.0893	-0.0640	-0.0451	0.1633	-0.1739	-0.0565	-0.0445	-0.2082	-0.1557	-1.2474	0.0047	-0.0250	0.1371
-0.2205	-0.0354	-0.0925	0.0291	-0.3816	0.5202	0.2532	-0.1282	-0.2526	0.0731	0.2398	-0.4406	0.0246	0.0894	-0.1113	0.0990
-0.1159	0.1458	0.7750	-1.2297	-0.0427	-0.0230	0.3254	-0.2170	-0.2952	-0.1237	-0.2826	-0.0473	-0.8659	-0.2950	-0.7615	0.1254
-0.0907	0.2109	0.1306	0.1121	-0.0855	0.0069	0.2108	-0.1377	-0.3920	0.0987	0.0190	-0.0975	-1.8686	-0.2513	-0.0369	0.0261
0.1945	-0.0438	-0.7246	0.2081	-0.5839	-0.0108	-0.1104	-0.0538	0.0908	0.6560	0.0356	-0.1044	0.0012	-0.4309	-0.1252	-0.7933
-0.0909	0.0951	-1.0082	-0.1424	-0.1203	-0.0104	0.0389	-1.1936	-0.0223	0.0480	-0.0464	-0.1015	0.0021	-0.0076	-0.0744	0.0618
-0.2037	-0.0309	-0.3326	-0.0841	-0.0404	-0.0938	0.2667	-0.1030	0.0278	-0.0163	-0.1968	-0.0128	0.0497	0.8135	-0.0579	-0.5908
-0.1793	-0.1983	-0.9802	-0.3306	0.5313	-1.9745	0.0407	-0.0463	0.0665	0.0686	-0.2639	-0.1072	0.0271	0.0990	-0.1513	-0.0585
-0.1305	0.2107	-0.0129	0.2751	0.9877	-0.4348	0.4271	-0.0153	0.2985	0.0812	-0.1097	-0.1332	0.0682	-0.0198	0.2529	1.0537
-0.0982	0.0959	-0.0899	0.0553	0.2342	0.3896	0.1153	-0.0836	0.0862	-0.0398	-0.0305	-0.0551	0.8856	-0.0431	-1.1807	0.1509
-0.1100	0.0085	-0.0279	-0.0220	-0.0706	-0.0492	0.1072	-0.1383	0.2831	0.4784	-0.0577	-0.0970	0.0442	-0.0572	-0.0842	0.0163
-0.1438	-0.0536	-0.1289	0.0934	0.0064	-0.2316	0.1269	-0.2120	-0.2572	0.2281	0.0329	-0.0312	-0.0572	-0.1351	0.0334	-0.8909
-0.1035	-0.0184	0.0790	0.0196	0.6275	-0.0561	1.1473	0.0293	-0.0174	-0.0694	-0.5147	0.3014	0.1110	-1.4442	-0.0196	-0.6813
-0.3877	0.0007	-0.1599	0.1262	-0.4041	-0.0574	-0.0746	0.2757	0.0293	-0.0240	-0.2871	-0.0317	0.4388	-0.0463	-0.0568	0.0518
-0.1650	0.0349	-0.3859	0.0320	-0.1102	-0.8256	0.2187	0.1259	-0.2881	0.0335	0.0872	0.4038	0.0342	-0.0578	-0.0219	1.0468
-0.1494	0.0398	-0.0202	0.0760	-0.1149	-0.0051	0.1010	-0.1419	0.1502	-0.1134	-0.1475	0.0367	0.0332	-0.4344	-0.8501	0.2466
-0.5839	0.2281	-0.0593	0.0450	-0.1633	-0.1489	0.1740	-0.0700	-0.0541	0.4537	-0.0810	-0.0264	0.0472	-0.2478	-0.0086	-0.0164
-0.2171	-0.0603	0.0327	-0.0401	-0.3562	-0.1139	0.0307	-0.0837	-0.0058	-0.0600	-0.0650	-1.0251	0.0703	-0.0317	0.0726	0.0910
-0.1556	0.0401	0.2748	0.0417	-0.1091	-0.0595	0.1805	-0.1042	-0.1938	-0.5174	0.2666	0.4938	-0.0526	-0.1348	-0.2308	0.0898
-0.1466	0.2310	-0.0993	0.1255	-0.1512	-0.2529	-0.3906	-0.1975	0.0383	-0.1829	-0.1200	0.2606	-0.6057	-0.0705	-0.2948	-0.3545
-0.0454	0.0239	-0.6759	0.0053	-0.0321	0.1769	0.1639	-0.0635	0.0193	-0.1027	-0.0705	-0.0571	0.0680	-0.0836	-0.1158	0.2212
-0.1461	-0.4645	0.0037	0.0934	-0.7294	-0.0647	0.1370	-0.0792	-0.0217	0.0290	-0.5974	-0.1981	0.0017	0.1229	-0.0798	-0.3256
-0.0472	-0.0670	0.0147	0.6770	-0.0506	-0.0357	0.1103	-0.3039	-0.0247	-0.0566	-0.9721	0.1457	-0.2311	0.0836	-0.0649	-0.0189
-0.2992	0.0250	-0.1815	0.0603	-0.0523	-0.3771	-0.8705	-0.0866	-0.5113	-0.1715	-0.1203	-0.0452	0.2861	-0.0154	-0.3903	-0.1681
-0.4220	0.2675	0.0023	-0.1387	-0.1211	-0.0748	0.1638	-0.2079	0.0177	-0.0717	-0.0728	0.1351	0.0376	-0.0192	0.1589	0.0027
-0.3639	0.0303	-0.0236	0.6906	0.8555	-0.0658	0.6858	0.2035	-0.3155	-0.0214	0.5275	-0.1156	-0.0392	-0.0608	-0.0390	0.0018
1.1752	0.1108	-1.1542	-0.1076	-0.4667	0.0206	0.2611	-0.0030	0.0247	0.2345	0.8562	-0.1022	0.0641	-0.2433	-0.0934	0.1244
-1.6156	0.0748	-0.0267	0.0260	-0.1491	-0.8319	0.0608	0.0091	0.1141	-0.2652	-0.4731	0.2684	-0.3499	-0.1512	-0.1192	-0.0306
-0.1712	-0.0187	-0.1466	0.1258	-0.6058	-0.2122	0.1714	0.2394	0.1187	-0.6695	-0.1886	0.0764	0.0611	0.7046	-0.0948	-0.1257
0.4909	-0.3190	0.1582	-0.6395	0.0588	-0.0695	0.1074	-0.2132	0.0050	-0.0080	0.2836	0.4430	0.1653	-0.2992	0.1007	-0.0991
-0.0880	-0.0545	0.6927	0.0236	-0.0691	-0.0802	0.1095	-0.2000	-0.6776	-0.0369	-0.0304	0.0281	-0.0111	-0.0520	-0.3499	0.0235
-0.1681	-0.0438	-0.1558	0.0806	-0.1402	0.3373	0.1700	-0.0441	-0.0405	-0.0534	-0.0213	-0.1004	0.0190	0.0050	-0.1084	0.0089
0.0966	0.0099	-0.0683	-0.0956	0.1595	0.0805	-0.0998	-0.9472	-0.0675	-0.0668	-0.0581	1.3366	-0.1224	-0.0343	0.0320	-0.0638
0.9571	-0.0169	-0.0159	-0.1508	0.1920	0.4803	-0.0874	-0.0351	0.1097	-0.0462	-0.2592	0.0707	-0.0917	0.0226	0.0282	0.3764
0.0868	-0.1980	0.2366	0.2610	0.1186	0.0747	-1.1067	0.7650	-0.0716	-0.0536	-0.1328	0.8742	-0.7336	0.2596	-0.1360	-0.0896
-0.0416	-0.0060	0.7834	-0.1777	0.2021	0.1263	-0.9983	0.1785	-0.0782	-0.0413	0.8235	-0.0299	0.0058	-0.0610	-0.0125	0.0646
-0.1297	-0.0613	-0.0635	-1.7700	-0.1748	0.0434	-0.6590	0.4998	-0.0004	0.0760	0.5679	-0.1240	0.1909	0.0597	0.0615	0.1594
-0.0665	-0.1633	-0.0866	0.1153	-0.0785	0.1148	-0.3185	1.3792	-0.1868	0.0218	-0.0018	-0.3609	-0.9473	0.1435	-0.0348	0.0164
0.0377	0.0596	-0.2863	-0.1405	0.1539	0.0454	-0.1414	0.1348	-0.0312	-0.1044	0.1737	0.0387	0.0648	0.1258	-0.1105	-0.0585
0.0627	0.0545	0.0295	0.0127	0.0715	0.2494	-0.1404	-0.0693	-0.1084	-0.1342	0.5934	0.0374	0.3196	-0.8830	-0.0861	-0.0900
-0.7786	-0.0009	0.0724	0.4383	0.1166	0.0654	-0.0209	-0.3012	-0.3029	-0.0974	0.1209	0.1173	0.1644	0.0003	-0.1104	-0.0574
-0.0472	-0.1899	0.0043	0.1085	0.1737	0.0215	-0.0229	0.2145	-0.1140	-0.0176	-0.0012	0.1167	0.0536	0.1931	0.8049	-0.4009
-0.1021	-0.1061	-0.0261	0.3630	0.6658	0.0824	-0.1842	0.0726	-0.0983	0.0246	-0.0280	0.1039	-0.1753	0.0397	-0.0621	0.4252
0.1429	0.0190	0.6902	-0.3097	0.3287	0.1527	1.7719	0.2442	-0.0395	0.1948	-0.1760	-0.0950	-0.0832	0.5593	-0.5998	0.0892
0.0965	0.0633	-0.5877	-0.0819	1.8984	0.1355	-0.6044	0.0103	0.0231	0.0505	-0.3571	-0.3771	-0.0020	0.0940	-0.2564	0.0568
-0.3439	-0.0925	0.0241	-0.1038	0.0287	1.0723	0.1611	-0.4812	-0.0112	-0.7462	-0.1197	-0.1653	-0.0965	-0.0020	-0.4284	0.0879
0.0090	0.0127	0.0612	0.0820	0.1456	0.0593	-0.3327	0.2317	-0.1358	0.0364	-0.6688	0.1176	-0.0182	0.0362	0.9719	0.4025
-0.0107	0.3089	0.0559	-0.1227	0.2693	0.5478	-0.7223	0.2785	-0.8902	-0.0424	-0.1165	0.6949	0.0359	0.0897	-0.2729	0.0561
0.1705	1.9448	-0.1260	-0.8263	0.2305	0.0364	-0.2519	0.6323	0.0397	0.8246	0.1455	0.0818	0.0547	-0.6361	-0.1059	-0.0009
0.0879	0.1511	0.0541	-0.0132	0.1641	0.1307	-0.1167	0.0278	-0.0663	-0.0013	-0.0044	0.0848	-0.0196	-0.0064	-0.4768	-0.5617
-0.0658	0.0386	0.3013	-0.3885	0.1215	0.0728	-0.6311	0.0596	-0.0196	-0.1254	-0.0357	0.0498	-0.0150	0.0018	-1.2285	0.0192
-0.4692	-0.0540	-0.0627	0.0112	0.0450	0.5120	0.0923	0.0748	-0.3681	0.0117	-0.2216	0.0632	-0.0405	-0.2135	-0.1241	0.0645
-0.0488	-0.3524	-0.0651	-0.6188	0.1676	0.1225	-0.6206	0.4618	-0.0495	0.0081	0.3464	-0.0342	0.1004	0.0662	-0.0816	0.7808
-0.1270	0.0426	0.0228	-0.0792	0.1510	-0.7099	-0.1082	0.3739	-0.2185	-0.1457	-0.0231	-0.4095	-0.3089	0.1880	-0.5523	-0.1924
0.0984	0.0464	-0.0816	0.1144	0.2865	0.0270	-0.3098	0.0572	-0.1632	-0.0536	0.0698	0.0687	-0.3940	0.0782	0.2545	-0.0683
-0.0223	-0.5380	0.0256	-0.0526	0.1621	0.1014	-0.1689	0.0389	-0.0908	-0.0671	-0.1986	-0.2521	-0.0063	0.0255	-0.0906	-0.0836
-0.2019	-0.1511	0.6003	-0.0804	0.3160	-0.0082	-0.2413	0.1423	-0.0831	0.0867	0.0149	-0.2739	0.0237	-0.0176	-0.0707	-0.0175
0.0031	0.0540	-0.4117	0.0042	0.1136	0.1303	-0.0933	0.1925	-0.0335	0.0229	0.0885	0.0856	0.0008	-0.5102	-0.1206	-0.0365
-0.0080	0.0201	-0.3478	-0.0004	0.6966	0.0132	-0.1966	0.3254	-0.0026	-0.1226	0.3804	0.0596	-0.0010	0.0476	-0.1082	-0.0564
0.0969	-0.3121	-0.0643	-0.0868	0.1217	0.2927	-0.1792	0.1622	1.3028	-0.1361	-0.8306	-0.2785	0.0281	0.0745	-0.1946	-0.4090
-0.0755	0.5943	-0.0343	-0.1462	-0.6679	0.2790	-0.5188	0.0662	-0.0380	0.1574	0.2488	-0.0913	0.0439	-0.7463	0.8573	-0.0069
0.0311	0.1431	-0.1150	0.1659	0.1541	0.1482	-0.2216	0.1548	0.4494	0.4969	0.2611	-0.1288	-0.0249	-0.0304	-0.0960	-0.3505
-0.0175	-0.1971	-0.0181	-0.1120	-0.3257	0.1713	-0.1454	0.1083	-0.0924	0.0691	-0.0799	0.2896	-0.0240	-0.0255	0.4287	-0.0859
0.0582	0.0557	0.0025	-0.0044	0.1452	0.2289	0.0928	0.0582	-0.1766	-0.2455	0.1070	0.1102	-0.6988	-0.0047	-0.1324	-0.0719
-0.0455	-0.0476	0.0111	-0.0602	0.1460	0.3153	-0.1658	0.2743	-0.0156	-0.3846	-0.0417	-0.0350	-0.1736	-0.0032	0.6249	-0.0705
0.3914	0.0244	0.0145	-0.0915	-0.2513	-1.2176	-0.2102	0.0409	-0.1655	-0.1535	-0.0000	0.0925	0.0523	-0.0254	-0.1272	-0.1959
-0.0059	0.3239	-0.0299	0.6408	0.1792	0.0891	-0.1829	0.1664	-0.1281	-0.0009	0.0656	0.2265	0.1593	-0.0831	0.0103	-0.0436
0.0567	0.1803	0.6143	-0.0627	0.1632	0.5638	-0.1470	-0.1191	-0.0329	-0.0339	-0.0055	-0.1538	-0.0141	0.0404	-0.0597	-0.0292
0.6487	0.0068	-0.0580	-0.0750	0.1209	0.3851	-0.1406	0.0443	-0.0862	-0.0466	-0.0570	0.0086	-0.0755	0.0219	-0.0943	0.5138
0.1585	-0.0483	-0.0066	-0.0217	0.1532	0.0611	-0.3787	0.0856	-0.0076	-0.0264	0.0188	0.1364	0.0444	-0.2619	-0.0941	0.0565
0.3122	0.0883	0.0016	0.0365	0.1120	0.0977	-0.1912	0.1502	0.8623	-0.0815	0.0076	0.1514	-0.0429	-0.3334	-0.1129	-0.0724
0.0853	0.0703	0.1299	-0.2041	0.2339	0.3097	-0.1532	-0.1075	-0.6057	-0.0077	-0.1476	0.0104	0.0101	0.1238	0.7731	-0.0652
-0.0299	0.0138	-0.0488	0.0645	0.0707	0.1756	-0.1167	0.1702	-0.0654	0.0407	0.2875	-0.5696	-0.9063	-0.8182	-0.1154	-0.0666
-0.0605	0.0794	-0.0442	-0.1037	-0.7015	0.0032	-0.4376	0.0332	-0.0694	-0.3319	-0.0635	0.1485	0.0053	-0.0769	-0.1604	0.0971
0.0308	-0.1503	-0.0039	-0.0601	0.3498	0.3555	-0.3068	0.0853	-0.0380	-0.3206	0.0011	-0.3527	0.0186	0.1209	-0.1234	-0.0650
1.1100	-0.1360	0.0304	0.0979	0.1276	0.1101	0.2481	0.6354	-0.2078	0.0342	-0.0537	0.0601	-0.9016	-0.0028	-0.0159	-0.1997
0.0065	-0.1449	0.0615	-0.0535	0.1483	0.1505	0.3727	-0.0203	-0.1124	-0.0339	0.2250	-0.0671	-0.0112	-0.2175	-0.0069	-0.0904
-0.0329	0.0094	0.0911	0.2025	0.1877	0.8727	0.0091	0.2650	-0.0919	-0.5214	0.1253	-0.1767	0.7496	-0.0039	1.0571	-0.0962
-0.0058	-0.4757	-0.0159	-0.0579	0.2619	-0.1733	-0.3146	0.0975	-0.0697	-0.0462	-0.0202	0.1023	0.0052	0.0081	-0.1230	0.3199
-0.1829	-0.1542	-0.1091	0.0626	-0.0709	0.2279	-0.3642	-0.0849	-0.0412	1.0554	-0.0259	0.1248	-0.0180	-0.0059	-1.0217	0.0092
-0.3327	0.0912	0.0103	-0.0460	0.1667	0.1341	-0.1798	0.5874	0.0488	-0.0640	0.0293	-0.6201	0.1333	-0.2944	-0.3824	-0.0888
0.0443	-0.0745	0.5493	-0.0797	0.2140	0.1383	-0.1731	0.0765	0.0942	0.2731	-0.0376	0.3098	0.0225	0.0177	-0.0559	0.4225
0.1886	0.0730	0.3248	-0.1897	0.2608	-0.3042	-0.1450	-0.1096	1.6481	-0.1498	-0.0520	0.4506	-0.0900	0.0635	-0.0353	-0.0571
0.6407	-0.0788	0.0291	-0.2404	0.1194	0.0648	-0.0501	0.0532	-0.1847	0.0242	-0.2426	-0.0971	0.0127	0.0094	-0.0646	-0.3187
-0.3112	0.0814	-0.0319	-0.2043	0.1785	0.3670	-0.1764	0.1240	0.0387	-0.0811	-0.8621	0.0813	-0.0561	-0.0766	0.6405	-1.1804
0.0025	-0.1505	0.1471	-0.0168	-0.0503	0.4685	-0.1094	0.0822	-0.0836	-0.0530	-0.0113	0.0769	-0.1727	-0.0405	-0.0751	-0.0801
0.2324	-0.1143	-0.5903	-0.1113	0.0265	0.1968	0.0888	0.0513	0.0369	-0.1121	0.4136	0.2192	-0.4332	-0.0157	-0.6752	-0.2256
-0.0208	0.0606	-0.0274	0.0063	0.1134	-0.5866	-0.2127	0.0140	-0.0693	-0.2555	0.7323	0.0745	-0.2287	-0.0508	-0.1044	-0.1713
-1.2429	0.0875	-0.0613	-0.4074	0.3911	0.2063	-0.4926	0.0364	0.6648	-0.2119	0.2357	-0.0453	-0.7060	0.0885	0.2056	0.1960
